UserId,ProdId,ProdName,Rating
0,9.76657E+11,Meats-I,-3.205724001
0,8.82315E+11,Meats-M,-3.007143021
0,6.78175E+11,Meats-F,-3.213888884
0,7.18113E+11,Meats-B,-3.155330658
0,1.54679E+11,Meats-L,-3.243255854
0,31679528458,Meats-G,-3.283485413
7,9.76657E+11,Meats-F,-3.203828096
7,8.82315E+11,Meats-E,-3.00523138
7,6.78175E+11,Meats-M,-3.21202755
7,7.18113E+11,Meats-P,-3.153449297
7,1.54679E+11,Meats-I,-3.241411209
7,31679528458,Meats-N,-3.281670809
8,6.41944E+11,Meats-L,-1.649113774
8,7.7045E+11,Meats-N,-1.611789703
12,9.76657E+11,Meats-K,-3.20481658
12,8.82315E+11,Meats-G,-3.006241083
12,6.78175E+11,Meats-E,-3.213058949
12,7.18113E+11,Meats-A,-3.154434443
12,1.54679E+11,Meats-O,-3.242326736
12,31679528458,Meats-J,-3.282579899
14,9.76657E+11,Meats-P,-3.204787254
14,8.82315E+11,Meats-A,-3.006261349
14,6.78175E+11,Meats-N,-3.213032007
14,7.18113E+11,Meats-G,-3.154461384
14,1.54679E+11,Meats-F,-3.242367506
14,31679528458,Meats-C,-3.282573223
15,9.76657E+11,Meats-S,-3.204142332
15,8.82315E+11,Meats-H,-3.005517244
15,6.78175E+11,Meats-S,-3.212317467
15,7.18113E+11,Meats-F,-3.153745651
15,1.54679E+11,Meats-N,-3.241634607
15,31679528458,Meats-D,-3.281939507
17,9.76657E+11,Meats-N,-3.205111027
17,8.82315E+11,Meats-C,-3.006579638
17,6.78175E+11,Meats-F,-3.213376999
17,7.18113E+11,Meats-Q,-3.154798746
17,1.54679E+11,Meats-G,-3.242674828
17,31679528458,Meats-G,-3.282905579
19,9.76657E+11,Meats-R,-3.204995871
19,8.82315E+11,Meats-P,-3.006464958
19,6.78175E+11,Meats-L,-3.213172436
19,7.18113E+11,Meats-F,-3.154636383
19,1.54679E+11,Meats-N,-3.242557049
19,31679528458,Meats-A,-3.282837152
22,6.41944E+11,Meats-S,-1.644350886
22,7.7045E+11,Meats-L,-1.607038498
23,9.76657E+11,Meats-M,-3.204391718
23,8.82315E+11,Meats-L,-3.005828142
23,6.78175E+11,Meats-O,-3.21259737
23,7.18113E+11,Meats-H,-3.154023409
23,1.54679E+11,Meats-N,-3.241946936
23,31679528458,Meats-R,-3.282200336
24,2248474445,Meats-F,0.043764707
26,9.76657E+11,Meats-C,-3.203288317
26,8.82315E+11,Meats-K,-3.004692316
26,6.78175E+11,Meats-M,-3.211527109
26,7.18113E+11,Meats-P,-3.152938604
26,1.54679E+11,Meats-L,-3.24083519
26,31679528458,Meats-F,-3.281181335
27,9.76657E+11,Meats-B,-3.203885317
27,8.82315E+11,Meats-G,-3.005306482
27,6.78175E+11,Meats-J,-3.212084055
27,7.18113E+11,Meats-I,-3.153548002
27,1.54679E+11,Meats-D,-3.241433144
27,31679528458,Meats-S,-3.281742096
28,6.41944E+11,Meats-M,-1.653298736
28,7.7045E+11,Meats-D,-1.615856171
29,9.76657E+11,Meats-S,-3.204441547
29,8.82315E+11,Meats-Q,-3.005848169
29,6.78175E+11,Meats-J,-3.212657452
29,7.18113E+11,Meats-P,-3.154044628
29,1.54679E+11,Meats-S,-3.242010355
29,31679528458,Meats-D,-3.282221794
30,9.76657E+11,Meats-O,-3.203928947
30,8.82315E+11,Meats-D,-3.005358934
30,6.78175E+11,Meats-R,-3.212131739
30,7.18113E+11,Meats-B,-3.153548717
30,1.54679E+11,Meats-O,-3.241507053
30,31679528458,Meats-R,-3.281754255
35,9.76657E+11,Meats-L,-3.204807043
35,8.82315E+11,Meats-A,-3.006240845
35,6.78175E+11,Meats-G,-3.212989569
