UserId,ProdId,ProdName,Rating
2,8.4854E+11,Keto-O,-3.014489412
2,5.4747E+11,Keto-R,-3.121271133
2,16698463201,Keto-P,-3.195841789
2,8.29979E+11,Keto-F,-3.134907961
2,1.02382E+11,Keto-R,-3.059456825
2,3.54563E+11,Keto-Q,-3.143865824
3,5.88376E+11,Keto-A,-1.992290258
3,9.00382E+11,Keto-E,-1.927299261
4,5.88376E+11,Keto-R,-1.99025166
4,9.00382E+11,Keto-A,-1.925274968
5,8.4854E+11,Keto-C,-3.016605616
5,5.4747E+11,Keto-S,-3.123328447
5,16698463201,Keto-R,-3.197869778
5,8.29979E+11,Keto-C,-3.13700223
5,1.02382E+11,Keto-O,-3.061541319
5,3.54563E+11,Keto-M,-3.145795822
11,8.4854E+11,Keto-Q,-3.01320529
11,5.4747E+11,Keto-E,-3.119961977
11,16698463201,Keto-G,-3.194610596
11,8.29979E+11,Keto-O,-3.133632898
11,1.02382E+11,Keto-F,-3.058158636
11,3.54563E+11,Keto-M,-3.142553806
13,8.4854E+11,Keto-L,-3.016596079
13,5.4747E+11,Keto-K,-3.123211861
13,16698463201,Keto-B,-3.197781563
13,8.29979E+11,Keto-I,-3.136928558
13,1.02382E+11,Keto-H,-3.061460733
13,3.54563E+11,Keto-A,-3.145767689
15,8.4854E+11,Keto-M,-3.016105413
15,5.4747E+11,Keto-B,-3.122771978
15,16698463201,Keto-P,-3.197341681
15,8.29979E+11,Keto-B,-3.136529922
15,1.02382E+11,Keto-D,-3.061021805
15,3.54563E+11,Keto-Q,-3.1452806
16,8.4854E+11,Keto-H,-3.015789747
16,5.4747E+11,Keto-A,-3.122411251
16,16698463201,Keto-Q,-3.197045326
16,8.29979E+11,Keto-I,-3.136121273
16,1.02382E+11,Keto-G,-3.060638428
16,3.54563E+11,Keto-K,-3.144917965
18,5.88376E+11,Keto-E,-1.975099564
18,9.00382E+11,Keto-R,-1.910262585
19,5.88376E+11,Keto-H,-1.955474496
19,9.00382E+11,Keto-K,-1.890777588
23,8.4854E+11,Keto-O,-3.01702404
23,5.4747E+11,Keto-D,-3.123591661
23,16698463201,Keto-R,-3.198149204
23,8.29979E+11,Keto-H,-3.137306452
23,1.02382E+11,Keto-D,-3.061921358
23,3.54563E+11,Keto-G,-3.146114588
25,8.4854E+11,Keto-C,-3.014965296
25,5.4747E+11,Keto-H,-3.121665716
25,16698463201,Keto-R,-3.196237564
25,8.29979E+11,Keto-C,-3.135365963
25,1.02382E+11,Keto-S,-3.059905529
25,3.54563E+11,Keto-J,-3.144173145
30,8.4854E+11,Keto-K,-3.014606476
30,5.4747E+11,Keto-F,-3.121347904
30,16698463201,Keto-G,-3.195944071
30,8.29979E+11,Keto-F,-3.135052204
30,1.02382E+11,Keto-I,-3.059557438
30,3.54563E+11,Keto-I,-3.143925428
33,8.4854E+11,Keto-B,-3.016068935
33,5.4747E+11,Keto-Q,-3.122806311
33,16698463201,Keto-H,-3.197321415
33,8.29979E+11,Keto-K,-3.136451006
33,1.02382E+11,Keto-Q,-3.061039686
33,3.54563E+11,Keto-S,-3.145252228
38,3.2727E+11,Keto-J,0.01246105
39,8.4854E+11,Keto-Q,-3.017169476
39,5.4747E+11,Keto-R,-3.123805761
39,16698463201,Keto-P,-3.198391199
39,8.29979E+11,Keto-I,-3.137539148
39,1.02382E+11,Keto-I,-3.062111616
39,3.54563E+11,Keto-M,-3.146336317
50,8.4854E+11,Keto-I,-3.017528057
50,5.4747E+11,Keto-R,-3.124163389
50,16698463201,Keto-D,-3.19866538
50,8.29979E+11,Keto-F,-3.137848616
50,1.02382E+11,Keto-F,-3.062437534
50,3.54563E+11,Keto-J,-3.146621227
53,8.4854E+11,Keto-K,-3.013929605
53,5.4747E+11,Keto-C,-3.120635033
53,16698463201,Keto-R,-3.195259094
53,8.29979E+11,Keto-C,-3.134333372
53,1.02382E+11,Keto-S,-3.058876038
53,3.54563E+11,Keto-R,-3.143199682
54,5.88376E+11,Keto-A,-1.980771422
54,9.00382E+11,Keto-L,-1.915803671
56,5.88376E+11,Keto-O,-1.966981649
56,9.00382E+11,Keto-L,-1.902195573
60,8.4854E+11,Keto-M,-3.017086744
60,5.4747E+11,Keto-A,-3.123714447
60,16698463201,Keto-C,-3.198255062
60,8.29979E+11,Keto-F,-3.1373806
60,1.02382E+11,Keto-H,-3.061970949
60,3.54563E+11,Keto-K,-3.146206379
61,8.4854E+11,Keto-F,-3.014653683
61,5.4747E+11,Keto-C,-3.121387959
61,16698463201,Keto-Q,-3.195981264
61,8.29979E+11,Keto-Q,-3.135083199
61,1.02382E+11,Keto-M,-3.059584141
61,3.54563E+11,Keto-O,-3.143906593
62,8.4854E+11,Keto-B,-3.016379595
62,5.4747E+11,Keto-O,-3.123053312
62,16698463201,Keto-S,-3.197609186
62,8.29979E+11,Keto-F,-3.136767149
62,1.02382E+11,Keto-H,-3.061276913
62,3.54563E+11,Keto-B,-3.145535231
63,8.4854E+11,Keto-O,-3.014340878
63,5.4747E+11,Keto-C,-3.12105298
63,16698463201,Keto-E,-3.195689678
63,8.29979E+11,Keto-I,-3.13476181
63,1.02382E+11,Keto-K,-3.059286833
63,3.54563E+11,Keto-J,-3.143639088
64,8.4854E+11,Keto-K,-3.015154123
64,5.4747E+11,Keto-L,-3.121818066
64,16698463201,Keto-S,-3.196420431
64,8.29979E+11,Keto-D,-3.135514975
64,1.02382E+11,Keto-A,-3.060081244
64,3.54563E+11,Keto-G,-3.144378901
65,8.4854E+11,Keto-N,-3.015755653
65,5.4747E+11,Keto-J,-3.122496128
65,16698463201,Keto-C,-3.197063923
65,8.29979E+11,Keto-P,-3.136156321
65,1.02382E+11,Keto-D,-3.060734749
65,3.54563E+11,Keto-D,-3.14499712
66,8.4854E+11,Keto-N,-3.014469385
66,5.4747E+11,Keto-F,-3.121225595
66,16698463201,Keto-D,-3.195829153
66,8.29979E+11,Keto-L,-3.134933233
66,1.02382E+11,Keto-D,-3.059471369
66,3.54563E+11,Keto-S,-3.143798351
67,8.4854E+11,Keto-K,-3.016216278
67,5.4747E+11,Keto-D,-3.122879267
67,16698463201,Keto-L,-3.197467327
67,8.29979E+11,Keto-J,-3.136544228
67,1.02382E+11,Keto-L,-3.061126232
67,3.54563E+11,Keto-B,-3.145394802
68,8.4854E+11,Keto-P,-3.015107393
68,5.4747E+11,Keto-F,-3.121789217
68,16698463201,Keto-P,-3.196357012
68,8.29979E+11,Keto-B,-3.135412931
68,1.02382E+11,Keto-P,-3.060019255
68,3.54563E+11,Keto-O,-3.144330978
72,5.88376E+11,Keto-Q,-1.987707019
72,9.00382E+11,Keto-E,-1.922816515
74,8.4854E+11,Keto-Q,-3.014506102
74,5.4747E+11,Keto-F,-3.121278286
74,16698463201,Keto-O,-3.195860624
74,8.29979E+11,Keto-R,-3.135006428
74,1.02382E+11,Keto-O,-3.059463263
74,3.54563E+11,Keto-A,-3.143822432
78,8.4854E+11,Keto-E,-3.015170813
78,5.4747E+11,Keto-L,-3.121865034
78,16698463201,Keto-E,-3.196467638
78,8.29979E+11,Keto-I,-3.135563374
